class_id,label,number_of_videos,number_of_signers,selected,reason_if_excluded
age,age,3,unavailable,False,only 3 usable videos (< 15)
afternoon,afternoon,3,unavailable,False,only 3 usable videos (< 15)
africa,africa,3,unavailable,False,only 3 usable videos (< 15)
walk,walk,3,unavailable,False,only 3 usable videos (< 15)
group,group,3,unavailable,False,only 3 usable videos (< 15)
grey,grey,3,unavailable,False,only 3 usable videos (< 15)
body,body,3,unavailable,False,only 3 usable videos (< 15)
pyjama,pyjama,3,unavailable,False,only 3 usable videos (< 15)
cave,cave,3,unavailable,False,only 3 usable videos (< 15)
dubai,dubai,3,unavailable,False,only 3 usable videos (< 15)
grass,grass,3,unavailable,False,only 3 usable videos (< 15)
grandfather,grandfather,3,unavailable,False,only 3 usable videos (< 15)
granddaughter,granddaughter,3,unavailable,False,only 3 usable videos (< 15)
gram,gram,3,unavailable,False,only 3 usable videos (< 15)
way,way,3,unavailable,False,only 3 usable videos (< 15)
advertisement,advertisement,3,unavailable,False,only 3 usable videos (< 15)
advance,advance,3,unavailable,False,only 3 usable videos (< 15)
wave,wave,3,unavailable,False,only 3 usable videos (< 15)
bone,bone,3,unavailable,False,only 3 usable videos (< 15)
bold,bold,3,unavailable,False,only 3 usable videos (< 15)
careful,careful,3,unavailable,False,only 3 usable videos (< 15)
rat,rat,3,unavailable,False,only 3 usable videos (< 15)
rajasthan,rajasthan,3,unavailable,False,only 3 usable videos (< 15)
rainbow,rainbow,3,unavailable,False,only 3 usable videos (< 15)
queen,queen,3,unavailable,False,only 3 usable videos (< 15)
bury,bury,3,unavailable,False,only 3 usable videos (< 15)
reporter,reporter,3,unavailable,False,only 3 usable videos (< 15)
secret,secret,3,unavailable,False,only 3 usable videos (< 15)
sea,sea,3,unavailable,False,only 3 usable videos (< 15)
goa,goa,3,unavailable,False,only 3 usable videos (< 15)
girl,girl,3,unavailable,False,only 3 usable videos (< 15)
ginger,ginger,3,unavailable,False,only 3 usable videos (< 15)
action,action,3,unavailable,False,only 3 usable videos (< 15)
wedding reception,wedding reception,3,unavailable,False,only 3 usable videos (< 15)
remember,remember,3,unavailable,False,only 3 usable videos (< 15)
calendar,calendar,3,unavailable,False,only 3 usable videos (< 15)
relative,relative,3,unavailable,False,only 3 usable videos (< 15)
rectangle,rectangle,3,unavailable,False,only 3 usable videos (< 15)
cap,cap,3,unavailable,False,only 3 usable videos (< 15)
candle,candle,3,unavailable,False,only 3 usable videos (< 15)
camel,camel,3,unavailable,False,only 3 usable videos (< 15)
exercise,exercise,3,unavailable,False,only 3 usable videos (< 15)
follow,follow,3,unavailable,False,only 3 usable videos (< 15)
zebra,zebra,3,unavailable,False,only 3 usable videos (< 15)
bucket,bucket,3,unavailable,False,only 3 usable videos (< 15)
enjoy,enjoy,3,unavailable,False,only 3 usable videos (< 15)
environment,environment,3,unavailable,False,only 3 usable videos (< 15)
room,room,3,unavailable,False,only 3 usable videos (< 15)
rock,rock,3,unavailable,False,only 3 usable videos (< 15)
white,white,3,unavailable,False,only 3 usable videos (< 15)
west indies,west indies,3,unavailable,False,only 3 usable videos (< 15)
electrician,electrician,3,unavailable,False,only 3 usable videos (< 15)
force,force,3,unavailable,False,only 3 usable videos (< 15)
finish,finish,3,unavailable,False,only 3 usable videos (< 15)
rice,rice,3,unavailable,False,only 3 usable videos (< 15)
reward,reward,3,unavailable,False,only 3 usable videos (< 15)
return,return,3,unavailable,False,only 3 usable videos (< 15)
today,today,3,unavailable,False,only 3 usable videos (< 15)
assam,assam,3,unavailable,False,only 3 usable videos (< 15)
time,time,3,unavailable,False,only 3 usable videos (< 15)
tight,tight,3,unavailable,False,only 3 usable videos (< 15)
livelihood,livelihood,3,unavailable,False,only 3 usable videos (< 15)
deadline,deadline,3,unavailable,False,only 3 usable videos (< 15)
window,window,3,unavailable,False,only 3 usable videos (< 15)
sad,sad,3,unavailable,False,only 3 usable videos (< 15)
russia,russia,3,unavailable,False,only 3 usable videos (< 15)
rjd,rjd,3,unavailable,False,only 3 usable videos (< 15)
bulb,bulb,3,unavailable,False,only 3 usable videos (< 15)
funny,funny,3,unavailable,False,only 3 usable videos (< 15)
full,full,3,unavailable,False,only 3 usable videos (< 15)
friend,friend,3,unavailable,False,only 3 usable videos (< 15)
wind,wind,3,unavailable,False,only 3 usable videos (< 15)
wifi,wifi,3,unavailable,False,only 3 usable videos (< 15)
aam aadmi party,aam aadmi party,2,unavailable,False,only 2 usable videos (< 15)
abusive language,abusive language,2,unavailable,False,only 2 usable videos (< 15)
zebra crossing,zebra crossing,2,unavailable,False,only 2 usable videos (< 15)
accept,accept,2,unavailable,False,only 2 usable videos (< 15)
winner,winner,2,unavailable,False,only 2 usable videos (< 15)
wiring,wiring,2,unavailable,False,only 2 usable videos (< 15)
wise,wise,2,unavailable,False,only 2 usable videos (< 15)
accident,accident,2,unavailable,False,only 2 usable videos (< 15)
accompany,accompany,2,unavailable,False,only 2 usable videos (< 15)
word,word,2,unavailable,False,only 2 usable videos (< 15)
world,world,2,unavailable,False,only 2 usable videos (< 15)
worry,worry,2,unavailable,False,only 2 usable videos (< 15)
family,family,2,unavailable,False,only 2 usable videos (< 15)
famous,famous,2,unavailable,False,only 2 usable videos (< 15)
fan,fan,2,unavailable,False,only 2 usable videos (< 15)
far,far,2,unavailable,False,only 2 usable videos (< 15)
encourage,encourage,2,unavailable,False,only 2 usable videos (< 15)
endure,endure,2,unavailable,False,only 2 usable videos (< 15)
energetic,energetic,2,unavailable,False,only 2 usable videos (< 15)
engagement,engagement,2,unavailable,False,only 2 usable videos (< 15)
rude,rude,2,unavailable,False,only 2 usable videos (< 15)
rule,rule,2,unavailable,False,only 2 usable videos (< 15)
ruler,ruler,2,unavailable,False,only 2 usable videos (< 15)
ruthless,ruthless,2,unavailable,False,only 2 usable videos (< 15)
safe,safe,2,unavailable,False,only 2 usable videos (< 15)
sailor,sailor,2,unavailable,False,only 2 usable videos (< 15)
salary,salary,2,unavailable,False,only 2 usable videos (< 15)
breathe,breathe,2,unavailable,False,only 2 usable videos (< 15)
brick,brick,2,unavailable,False,only 2 usable videos (< 15)
bright,bright,2,unavailable,False,only 2 usable videos (< 15)
salt,salt,2,unavailable,False,only 2 usable videos (< 15)
salwar kameez,salwar kameez,2,unavailable,False,only 2 usable videos (< 15)
roar,roar,2,unavailable,False,only 2 usable videos (< 15)
role,role,2,unavailable,False,only 2 usable videos (< 15)
roll,roll,2,unavailable,False,only 2 usable videos (< 15)
roof,roof,2,unavailable,False,only 2 usable videos (< 15)
satisfied,satisfied,2,unavailable,False,only 2 usable videos (< 15)
branch,branch,2,unavailable,False,only 2 usable videos (< 15)
brass,brass,2,unavailable,False,only 2 usable videos (< 15)
school,school,2,unavailable,False,only 2 usable videos (< 15)
school bag,school bag,2,unavailable,False,only 2 usable videos (< 15)
science,science,2,unavailable,False,only 2 usable videos (< 15)
scissors,scissors,2,unavailable,False,only 2 usable videos (< 15)
scold,scold,2,unavailable,False,only 2 usable videos (< 15)
restaurant,restaurant,2,unavailable,False,only 2 usable videos (< 15)
retire,retire,2,unavailable,False,only 2 usable videos (< 15)
reverse,reverse,2,unavailable,False,only 2 usable videos (< 15)
rich,rich,2,unavailable,False,only 2 usable videos (< 15)
bug,bug,2,unavailable,False,only 2 usable videos (< 15)
build,build,2,unavailable,False,only 2 usable videos (< 15)
ring,ring,2,unavailable,False,only 2 usable videos (< 15)
river,river,2,unavailable,False,only 2 usable videos (< 15)
second,second,2,unavailable,False,only 2 usable videos (< 15)
bottle,bottle,2,unavailable,False,only 2 usable videos (< 15)
boxing,boxing,2,unavailable,False,only 2 usable videos (< 15)
boy,boy,2,unavailable,False,only 2 usable videos (< 15)
select,select,2,unavailable,False,only 2 usable videos (< 15)
self,self,2,unavailable,False,only 2 usable videos (< 15)
self balancing,self balancing,2,unavailable,False,only 2 usable videos (< 15)
reply,reply,2,unavailable,False,only 2 usable videos (< 15)
requirement,requirement,2,unavailable,False,only 2 usable videos (< 15)
resign,resign,2,unavailable,False,only 2 usable videos (< 15)
bus conductor,bus conductor,2,unavailable,False,only 2 usable videos (< 15)
butter,butter,2,unavailable,False,only 2 usable videos (< 15)
butterfly,butterfly,2,unavailable,False,only 2 usable videos (< 15)
resistor,resistor,2,unavailable,False,only 2 usable videos (< 15)
respect,respect,2,unavailable,False,only 2 usable videos (< 15)
sanitary pad,sanitary pad,2,unavailable,False,only 2 usable videos (< 15)
capacitor,capacitor,2,unavailable,False,only 2 usable videos (< 15)
record video,record video,2,unavailable,False,only 2 usable videos (< 15)
refrigerator,refrigerator,2,unavailable,False,only 2 usable videos (< 15)
regret,regret,2,unavailable,False,only 2 usable videos (< 15)
regular,regular,2,unavailable,False,only 2 usable videos (< 15)
rehabilitation,rehabilitation,2,unavailable,False,only 2 usable videos (< 15)
relay race,relay race,2,unavailable,False,only 2 usable videos (< 15)
release,release,2,unavailable,False,only 2 usable videos (< 15)
religion,religion,2,unavailable,False,only 2 usable videos (< 15)
cabbage,cabbage,2,unavailable,False,only 2 usable videos (< 15)
calculation,calculation,2,unavailable,False,only 2 usable videos (< 15)
calm,calm,2,unavailable,False,only 2 usable videos (< 15)
rent,rent,2,unavailable,False,only 2 usable videos (< 15)
sculptor,sculptor,2,unavailable,False,only 2 usable videos (< 15)
search,search,2,unavailable,False,only 2 usable videos (< 15)
season,season,2,unavailable,False,only 2 usable videos (< 15)
selfish,selfish,2,unavailable,False,only 2 usable videos (< 15)
boil,boil,2,unavailable,False,only 2 usable videos (< 15)
bolt,bolt,2,unavailable,False,only 2 usable videos (< 15)
bonus,bonus,2,unavailable,False,only 2 usable videos (< 15)
book,book,2,unavailable,False,only 2 usable videos (< 15)
sell,sell,2,unavailable,False,only 2 usable videos (< 15)
send,send,2,unavailable,False,only 2 usable videos (< 15)
sentence,sentence,2,unavailable,False,only 2 usable videos (< 15)
sequential,sequential,2,unavailable,False,only 2 usable videos (< 15)
serial tv,serial tv,2,unavailable,False,only 2 usable videos (< 15)
servant,servant,2,unavailable,False,only 2 usable videos (< 15)
service,service,2,unavailable,False,only 2 usable videos (< 15)
receive,receive,2,unavailable,False,only 2 usable videos (< 15)
cam,cam,2,unavailable,False,only 2 usable videos (< 15)
cancel,cancel,2,unavailable,False,only 2 usable videos (< 15)
cancer,cancer,2,unavailable,False,only 2 usable videos (< 15)
cash,cash,2,unavailable,False,only 2 usable videos (< 15)
railway station,railway station,2,unavailable,False,only 2 usable videos (< 15)
raise,raise,2,unavailable,False,only 2 usable videos (< 15)
rajdhani train,rajdhani train,2,unavailable,False,only 2 usable videos (< 15)
range,range,2,unavailable,False,only 2 usable videos (< 15)
rank,rank,2,unavailable,False,only 2 usable videos (< 15)
rate,rate,2,unavailable,False,only 2 usable videos (< 15)
ratio,ratio,2,unavailable,False,only 2 usable videos (< 15)
reach,reach,2,unavailable,False,only 2 usable videos (< 15)
read,read,2,unavailable,False,only 2 usable videos (< 15)
capsicum,capsicum,2,unavailable,False,only 2 usable videos (< 15)
car,car,2,unavailable,False,only 2 usable videos (< 15)
carrom,carrom,2,unavailable,False,only 2 usable videos (< 15)
carrot,carrot,2,unavailable,False,only 2 usable videos (< 15)
reason,reason,2,unavailable,False,only 2 usable videos (< 15)
receipt,receipt,2,unavailable,False,only 2 usable videos (< 15)
purchase,purchase,2,unavailable,False,only 2 usable videos (< 15)
pure,pure,2,unavailable,False,only 2 usable videos (< 15)
severally,severally,2,unavailable,False,only 2 usable videos (< 15)
shallow,shallow,2,unavailable,False,only 2 usable videos (< 15)
shape,shape,2,unavailable,False,only 2 usable videos (< 15)
share market,share market,2,unavailable,False,only 2 usable videos (< 15)
sharpener,sharpener,2,unavailable,False,only 2 usable videos (< 15)
blood,blood,2,unavailable,False,only 2 usable videos (< 15)
bluetooth,bluetooth,2,unavailable,False,only 2 usable videos (< 15)
shaving razor,shaving razor,2,unavailable,False,only 2 usable videos (< 15)
she,she,2,unavailable,False,only 2 usable videos (< 15)
query,query,2,unavailable,False,only 2 usable videos (< 15)
question,question,2,unavailable,False,only 2 usable videos (< 15)
quickly,quickly,2,unavailable,False,only 2 usable videos (< 15)
rabbit,rabbit,2,unavailable,False,only 2 usable videos (< 15)
cartoon,cartoon,2,unavailable,False,only 2 usable videos (< 15)
shimla,shimla,2,unavailable,False,only 2 usable videos (< 15)
shirt,shirt,2,unavailable,False,only 2 usable videos (< 15)
shock,shock,2,unavailable,False,only 2 usable videos (< 15)
shoe,shoe,2,unavailable,False,only 2 usable videos (< 15)
shooting,shooting,2,unavailable,False,only 2 usable videos (< 15)
blackboard duster,blackboard duster,2,unavailable,False,only 2 usable videos (< 15)
shopkeeper,shopkeeper,2,unavailable,False,only 2 usable videos (< 15)
short,short,2,unavailable,False,only 2 usable videos (< 15)
should,should,2,unavailable,False,only 2 usable videos (< 15)
show,show,2,unavailable,False,only 2 usable videos (< 15)
prove,prove,2,unavailable,False,only 2 usable videos (< 15)
public,public,2,unavailable,False,only 2 usable videos (< 15)
pumpkin,pumpkin,2,unavailable,False,only 2 usable videos (< 15)
pune,pune,2,unavailable,False,only 2 usable videos (< 15)
punish,punish,2,unavailable,False,only 2 usable videos (< 15)
cell,cell,2,unavailable,False,only 2 usable videos (< 15)
sikh,sikh,2,unavailable,False,only 2 usable videos (< 15)
sikhism,sikhism,2,unavailable,False,only 2 usable videos (< 15)
birds,birds,2,unavailable,False,only 2 usable videos (< 15)
birth,birth,2,unavailable,False,only 2 usable videos (< 15)
birthday,birthday,2,unavailable,False,only 2 usable videos (< 15)
biscuit,biscuit,2,unavailable,False,only 2 usable videos (< 15)
simultaneous,simultaneous,2,unavailable,False,only 2 usable videos (< 15)
sing,sing,2,unavailable,False,only 2 usable videos (< 15)
prime minister,prime minister,2,unavailable,False,only 2 usable videos (< 15)
printer,printer,2,unavailable,False,only 2 usable videos (< 15)
prize,prize,2,unavailable,False,only 2 usable videos (< 15)
certificate,certificate,2,unavailable,False,only 2 usable videos (< 15)
promote,promote,2,unavailable,False,only 2 usable videos (< 15)
property,property,2,unavailable,False,only 2 usable videos (< 15)
protect,protect,2,unavailable,False,only 2 usable videos (< 15)
shift,shift,2,unavailable,False,only 2 usable videos (< 15)
post office,post office,2,unavailable,False,only 2 usable videos (< 15)
